Patch,Name,Class,Role,Tier,Score,Trend,KDA,Type,Rate
12-1,Kayn,Fighter,JUNGLE,S,69.12,1.38,2.41,Ban %,12.18%
12-1,Kennen,Mage,MID,B,40.4,-1.04,2.37,Win %,51.35%
12-1,Kennen,Mage,MID,B,40.4,-1.04,2.37,Role %,15.00%
12-1,Kennen,Mage,MID,B,40.4,-1.04,2.37,Pick %,0.34%
12-1,Kennen,Mage,MID,B,40.4,-1.04,2.37,Ban %,0.67%
12-1,Kennen,Mage,TOP,C,35.49,0.47,1.98,Win %,48.62%
12-1,Kennen,Mage,TOP,C,35.49,0.47,1.98,Role %,83.50%
12-1,Kennen,Mage,TOP,C,35.49,0.47,1.98,Pick %,2.00%
12-1,Kennen,Mage,TOP,C,35.49,0.47,1.98,Ban %,0.70%
12-1,Kha'Zix,Assassin,JUNGLE,S,60.25,-2.33,2.47,Win %,50.17%
12-1,Kha'Zix,Assassin,JUNGLE,S,60.25,-2.33,2.47,Role %,98.88%
12-1,Kha'Zix,Assassin,JUNGLE,S,60.25,-2.33,2.47,Pick %,7.47%
12-1,Kha'Zix,Assassin,JUNGLE,S,60.25,-2.33,2.47,Ban %,7.01%
12-1,Kindred,Marksman,JUNGLE,B,46.69,-1.77,2.26,Win %,50.47%
12-1,Kindred,Marksman,JUNGLE,B,46.69,-1.77,2.26,Role %,91.82%
12-1,Kindred,Marksman,JUNGLE,B,46.69,-1.77,2.26,Pick %,3.87%
12-1,Kindred,Marksman,JUNGLE,B,46.69,-1.77,2.26,Ban %,2.49%
12-1,Kled,Fighter,MID,A,48.84,0,2.7,Win %,55.14%
12-1,Kled,Fighter,MID,A,48.84,0,2.7,Role %,10.23%
12-1,Kled,Fighter,MID,A,48.84,0,2.7,Pick %,0.19%
12-1,Kled,Fighter,MID,A,48.84,0,2.7,Ban %,0.83%
12-1,Kled,Fighter,TOP,B,40.27,-4.86,2.32,Win %,50.36%
12-1,Kled,Fighter,TOP,B,40.27,-4.86,2.32,Role %,88.47%
12-1,Kled,Fighter,TOP,B,40.27,-4.86,2.32,Pick %,1.69%
12-1,Kled,Fighter,TOP,B,40.27,-4.86,2.32,Ban %,0.78%
12-1,Kog'Maw,Marksman,ADC,B,39.8,-2.8,2.21,Win %,52.79%
12-1,Kog'Maw,Marksman,ADC,B,39.8,-2.8,2.21,Role %,89.17%
12-1,Kog'Maw,Marksman,ADC,B,39.8,-2.8,2.21,Pick %,1.98%
12-1,Kog'Maw,Marksman,ADC,B,39.8,-2.8,2.21,Ban %,0.44%
12-1,LeBlanc,Assassin,MID,A,59.14,-1.18,2.82,Win %,48.85%
12-1,LeBlanc,Assassin,MID,A,59.14,-1.18,2.82,Role %,94.88%
12-1,LeBlanc,Assassin,MID,A,59.14,-1.18,2.82,Pick %,5.79%
12-1,LeBlanc,Assassin,MID,A,59.14,-1.18,2.82,Ban %,11.95%
12-1,Lee Sin,Fighter,JUNGLE,God,91.89,0.28,2.82,Win %,48.45%
12-1,Lee Sin,Fighter,JUNGLE,God,91.89,0.28,2.82,Role %,96.61%
12-1,Lee Sin,Fighter,JUNGLE,God,91.89,0.28,2.82,Pick %,15.29%
12-1,Lee Sin,Fighter,JUNGLE,God,91.89,0.28,2.82,Ban %,16.26%
12-1,Leona,Tank,SUPPORT,S,65.44,-0.99,2.34,Win %,49.61%
12-1,Leona,Tank,SUPPORT,S,65.44,-0.99,2.34,Role %,99.42%
12-1,Leona,Tank,SUPPORT,S,65.44,-0.99,2.34,Pick %,9.88%
12-1,Leona,Tank,SUPPORT,S,65.44,-0.99,2.34,Ban %,13.97%
12-1,Lillia,Fighter,JUNGLE,B,42.51,-1.69,2.66,Win %,49.35%
12-1,Lillia,Fighter,JUNGLE,B,42.51,-1.69,2.66,Role %,85.39%
12-1,Lillia,Fighter,JUNGLE,B,42.51,-1.69,2.66,Pick %,2.74%
12-1,Lillia,Fighter,JUNGLE,B,42.51,-1.69,2.66,Ban %,0.95%
12-1,Lillia,TOP,D,24.34,-9.25,NA,NA,Win %,11.49%
12-1,Lillia,TOP,D,24.34,-9.25,NA,NA,Role %,0.40%
12-1,Lillia,TOP,D,24.34,-9.25,NA,NA,Pick %,1.01%
12-1,Lillia,TOP,D,24.34,-9.25,NA,NA,Ban %,1.96
12-1,Lissandra,Mage,MID,A,47.29,1.22,2.41,Win %,50.65%
12-1,Lissandra,Mage,MID,A,47.29,1.22,2.41,Role %,91.16%
12-1,Lissandra,Mage,MID,A,47.29,1.22,2.41,Pick %,2.72%
12-1,Lissandra,Mage,MID,A,47.29,1.22,2.41,Ban %,0.66%
12-1,Lucian,Marksman,ADC,A,48.48,-7.7,2.25,Win %,49.26%
12-1,Lucian,Marksman,ADC,A,48.48,-7.7,2.25,Role %,86.34%
12-1,Lucian,Marksman,ADC,A,48.48,-7.7,2.25,Pick %,8.84%
12-1,Lucian,Marksman,ADC,A,48.48,-7.7,2.25,Ban %,3.12%
12-1,Lulu,Support,SUPPORT,God,93.56,0.75,3.12,Win %,50.84%
12-1,Lulu,Support,SUPPORT,God,93.56,0.75,3.12,Role %,97.72%
12-1,Lulu,Support,SUPPORT,God,93.56,0.75,3.12,Pick %,14.30%
12-1,Lulu,Support,SUPPORT,God,93.56,0.75,3.12,Ban %,25.68%
12-1,Lux,Mage,SUPPORT,God,82.29,-6.67,2.53,Win %,50.26%
12-1,Lux,Mage,SUPPORT,God,82.29,-6.67,2.53,Role %,68.48%
12-1,Lux,Mage,SUPPORT,God,82.29,-6.67,2.53,Pick %,14.64%
12-1,Lux,Mage,SUPPORT,God,82.29,-6.67,2.53,Ban %,12.26%
12-1,Lux,Mage,MID,S,66.92,-0.9,2.97,Win %,51.08%
12-1,Lux,Mage,MID,S,66.92,-0.9,2.97,Role %,29.30%
12-1,Lux,Mage,MID,S,66.92,-0.9,2.97,Pick %,6.48%
12-1,Lux,Mage,MID,S,66.92,-0.9,2.97,Ban %,12.26%
12-1,Malphite,Tank,TOP,S,67.63,5.41,2.41,Win %,51.19%
12-1,Malphite,Tank,TOP,S,67.63,5.41,2.41,Role %,75.04%
12-1,Malphite,Tank,TOP,S,67.63,5.41,2.41,Pick %,4.68%
12-1,Malphite,Tank,TOP,S,67.63,5.41,2.41,Ban %,4.01%
12-1,Malphite,Tank,MID,B,40.23,-3.72,2.4,Win %,50.49%
12-1,Malphite,Tank,MID,B,40.23,-3.72,2.4,Role %,11.99%
12-1,Malphite,Tank,MID,B,40.23,-3.72,2.4,Pick %,0.71%
12-1,Malphite,Tank,MID,B,40.23,-3.72,2.4,Ban %,4.01%
12-1,Malphite,Tank,SUPPORT,D,29.17,-1.81,2.05,Win %,46.13%
12-1,Malphite,Tank,SUPPORT,D,29.17,-1.81,2.05,Role %,11.03%
12-1,Malphite,Tank,SUPPORT,D,29.17,-1.81,2.05,Pick %,0.78%
12-1,Malphite,Tank,SUPPORT,D,29.17,-1.81,2.05,Ban %,4.12%
12-1,Malzahar,Mage,MID,A,49.57,5.18,2.22,Win %,50.92%
12-1,Malzahar,Mage,MID,A,49.57,5.18,2.22,Role %,91.35%
12-1,Malzahar,Mage,MID,A,49.57,5.18,2.22,Pick %,3.43%
12-1,Malzahar,Mage,MID,A,49.57,5.18,2.22,Ban %,3.03%
12-1,Maokai,Tank,SUPPORT,B,39.51,-0.65,2.23,Win %,50.16%
12-1,Maokai,Tank,SUPPORT,B,39.51,-0.65,2.23,Role %,80.13%
12-1,Maokai,Tank,SUPPORT,B,39.51,-0.65,2.23,Pick %,1.46%
12-1,Maokai,Tank,SUPPORT,B,39.51,-0.65,2.23,Ban %,0.16%
12-1,Maokai,Tank,TOP,D,24.65,-6.31,2.1,Win %,49.13%
12-1,Maokai,Tank,TOP,D,24.65,-6.31,2.1,Role %,17.24%
12-1,Maokai,Tank,TOP,D,24.65,-6.31,2.1,Pick %,0.32%
12-1,Maokai,Tank,TOP,D,24.65,-6.31,2.1,Ban %,0.17%
12-1,Master Yi,Assassin,JUNGLE,S,64.59,-3.49,2.02,Win %,49.74%
12-1,Master Yi,Assassin,JUNGLE,S,64.59,-3.49,2.02,Role %,93.04%
12-1,Master Yi,Assassin,JUNGLE,S,64.59,-3.49,2.02,Pick %,7.64%
12-1,Master Yi,Assassin,JUNGLE,S,64.59,-3.49,2.02,Ban %,18.96%
12-1,Miss Fortune,Marksman,ADC,A,50.67,-1.8,2.3,Win %,50.10%
12-1,Miss Fortune,Marksman,ADC,A,50.67,-1.8,2.3,Role %,95.35%
12-1,Miss Fortune,Marksman,ADC,A,50.67,-1.8,2.3,Pick %,8.87%
12-1,Miss Fortune,Marksman,ADC,A,50.67,-1.8,2.3,Ban %,2.12%
12-1,Mordekaiser,Fighter,TOP,S,65.95,14.48,1.79,Win %,49.82%
12-1,Mordekaiser,Fighter,TOP,S,65.95,14.48,1.79,Role %,87.43%
12-1,Mordekaiser,Fighter,TOP,S,65.95,14.48,1.79,Pick %,5.31%
12-1,Mordekaiser,Fighter,TOP,S,65.95,14.48,1.79,Ban %,5.99%
12-1,Morgana,Mage,SUPPORT,S,71.03,-1.92,2.51,Win %,49.76%
12-1,Morgana,Mage,SUPPORT,S,71.03,-1.92,2.51,Role %,92.49%
12-1,Morgana,Mage,SUPPORT,S,71.03,-1.92,2.51,Pick %,9.13%
12-1,Morgana,Mage,SUPPORT,S,71.03,-1.92,2.51,Ban %,26.95%
12-1,Nami,Support,SUPPORT,S,73.29,-2.3,3.24,Win %,51.52%
12-1,Nami,Support,SUPPORT,S,73.29,-2.3,3.24,Role %,99.76%
12-1,Nami,Support,SUPPORT,S,73.29,-2.3,3.24,Pick %,11.30%
12-1,Nami,Support,SUPPORT,S,73.29,-2.3,3.24,Ban %,2.60%
12-1,Nasus,Fighter,TOP,S,64.96,7.18,1.98,Win %,51.83%
12-1,Nasus,Fighter,TOP,S,64.96,7.18,1.98,Role %,85.10%
12-1,Nasus,Fighter,TOP,S,64.96,7.18,1.98,Pick %,4.49%
12-1,Nasus,Fighter,TOP,S,64.96,7.18,1.98,Ban %,4.36%
12-1,Nautilus,Tank,SUPPORT,S,60.25,2.25,2.32,Win %,49.81%
12-1,Nautilus,Tank,SUPPORT,S,60.25,2.25,2.32,Role %,98.25%
12-1,Nautilus,Tank,SUPPORT,S,60.25,2.25,2.32,Pick %,8.69%
12-1,Nautilus,Tank,SUPPORT,S,60.25,2.25,2.32,Ban %,7.77%
12-1,Neeko,Mage,MID,C,37.75,0.46,2.22,Win %,48.66%
12-1,Neeko,Mage,MID,C,37.75,0.46,2.22,Role %,62.30%
12-1,Neeko,Mage,MID,C,37.75,0.46,2.22,Pick %,1.30%
12-1,Neeko,Mage,MID,C,37.75,0.46,2.22,Ban %,0.28%
12-1,Neeko,Mage,SUPPORT,D,31.53,2.13,1.95,Win %,47.99%
12-1,Neeko,Mage,SUPPORT,D,31.53,2.13,1.95,Role %,23.38%
12-1,Neeko,Mage,SUPPORT,D,31.53,2.13,1.95,Pick %,0.50%
12-1,Neeko,Mage,SUPPORT,D,31.53,2.13,1.95,Ban %,0.30%
12-1,Nidalee,Assassin,JUNGLE,A,49.1,-0.37,2.95,Win %,48.98%
12-1,Nidalee,Assassin,JUNGLE,A,49.1,-0.37,2.95,Role %,92.41%
12-1,Nidalee,Assassin,JUNGLE,A,49.1,-0.37,2.95,Pick %,4.41%
12-1,Nidalee,Assassin,JUNGLE,A,49.1,-0.37,2.95,Ban %,2.64%
12-1,Nocturne,Assassin,JUNGLE,B,39.71,-6.54,2.39,Win %,48.05%
12-1,Nocturne,Assassin,JUNGLE,B,39.71,-6.54,2.39,Role %,86.82%
12-1,Nocturne,Assassin,JUNGLE,B,39.71,-6.54,2.39,Pick %,3.12%
12-1,Nocturne,Assassin,JUNGLE,B,39.71,-6.54,2.39,Ban %,3.24%
12-1,Nunu,Tank,JUNGLE,A,55.47,0.61,3.04,Win %,51.79%
12-1,Nunu,Tank,JUNGLE,A,55.47,0.61,3.04,Role %,89.52%
12-1,Nunu,Tank,JUNGLE,A,55.47,0.61,3.04,Pick %,4.35%
12-1,Nunu,Tank,JUNGLE,A,55.47,0.61,3.04,Ban %,2.38%
12-1,Olaf,Fighter,JUNGLE,C,36.61,5.55,2.45,Win %,49.07%
12-1,Olaf,Fighter,JUNGLE,C,36.61,5.55,2.45,Role %,84.79%
12-1,Olaf,Fighter,JUNGLE,C,36.61,5.55,2.45,Pick %,1.48%
12-1,Olaf,Fighter,JUNGLE,C,36.61,5.55,2.45,Ban %,0.85%
12-1,Olaf,Fighter,TOP,D,11.03,-6.16,1.63,Win %,45.46%
12-1,Olaf,Fighter,TOP,D,11.03,-6.16,1.63,Role %,15.64%
12-1,Olaf,Fighter,TOP,D,11.03,-6.16,1.63,Pick %,0.27%
12-1,Olaf,Fighter,TOP,D,11.03,-6.16,1.63,Ban %,0.92%
12-1,Orianna,Mage,MID,A,47.05,1.97,2.66,Win %,49.56%
12-1,Orianna,Mage,MID,A,47.05,1.97,2.66,Role %,95.43%
12-1,Orianna,Mage,MID,A,47.05,1.97,2.66,Pick %,2.89%
12-1,Orianna,Mage,MID,A,47.05,1.97,2.66,Ban %,0.18%
12-1,Ornn,Tank,TOP,A,59.57,4.58,2.3,Win %,50.83%
12-1,Ornn,Tank,TOP,A,59.57,4.58,2.3,Role %,94.19%
12-1,Ornn,Tank,TOP,A,59.57,4.58,2.3,Pick %,4.04%
12-1,Ornn,Tank,TOP,A,59.57,4.58,2.3,Ban %,0.43%
12-1,Pantheon,Fighter,MID,B,41.54,-2.49,2.25,Win %,50.80%
12-1,Pantheon,Fighter,MID,B,41.54,-2.49,2.25,Role %,27.31%
12-1,Pantheon,Fighter,MID,B,41.54,-2.49,2.25,Pick %,1.16%
12-1,Pantheon,Fighter,MID,B,41.54,-2.49,2.25,Ban %,0.89%
12-1,Pantheon,Fighter,SUPPORT,D,32.78,-2.48,1.89,Win %,47.00%
12-1,Pantheon,Fighter,SUPPORT,D,32.78,-2.48,1.89,Role %,39.76%
12-1,Pantheon,Fighter,SUPPORT,D,32.78,-2.48,1.89,Pick %,1.78%
12-1,Pantheon,Fighter,SUPPORT,D,32.78,-2.48,1.89,Ban %,0.89%
12-1,Pantheon,Fighter,TOP,D,30.79,-10.85,2.1,Win %,49.68%
12-1,Pantheon,Fighter,TOP,D,30.79,-10.85,2.1,Role %,26.73%
12-1,Pantheon,Fighter,TOP,D,30.79,-10.85,2.1,Pick %,0.93%
12-1,Pantheon,Fighter,TOP,D,30.79,-10.85,2.1,Ban %,0.89%
12-1,Poppy,Tank,JUNGLE,B,41.6,-2.14,2.65,Win %,49.59%
12-1,Poppy,Tank,JUNGLE,B,41.6,-2.14,2.65,Role %,47.97%
12-1,Poppy,Tank,JUNGLE,B,41.6,-2.14,2.65,Pick %,2.30%
12-1,Poppy,Tank,JUNGLE,B,41.6,-2.14,2.65,Ban %,2.30%
12-1,Poppy,Tank,TOP,B,39.88,-5.73,2.14,Win %,49.78%
12-1,Poppy,Tank,TOP,B,39.88,-5.73,2.14,Role %,43.37%
12-1,Poppy,Tank,TOP,B,39.88,-5.73,2.14,Pick %,1.98%
12-1,Poppy,Tank,TOP,B,39.88,-5.73,2.14,Ban %,2.30%
12-1,Pyke,Support,SUPPORT,S,59.89,-0.91,2.17,Win %,49.35%
12-1,Pyke,Support,SUPPORT,S,59.89,-0.91,2.17,Role %,88.30%
12-1,Pyke,Support,SUPPORT,S,59.89,-0.91,2.17,Pick %,8.57%
12-1,Pyke,Support,SUPPORT,S,59.89,-0.91,2.17,Ban %,12.77%
12-1,Qiyana,Assassin,MID,A,56.52,2.17,2.14,Win %,51.04%
12-1,Qiyana,Assassin,MID,A,56.52,2.17,2.14,Role %,58.68%
12-1,Qiyana,Assassin,MID,A,56.52,2.17,2.14,Pick %,4.73%
12-1,Qiyana,Assassin,MID,A,56.52,2.17,2.14,Ban %,13.69%
12-1,Qiyana,Assassin,JUNGLE,B,42.89,-0.24,2.42,Win %,48.92%
12-1,Qiyana,Assassin,JUNGLE,B,42.89,-0.24,2.42,Role %,37.84%
12-1,Qiyana,Assassin,JUNGLE,B,42.89,-0.24,2.42,Pick %,2.94%
12-1,Qiyana,Assassin,JUNGLE,B,42.89,-0.24,2.42,Ban %,13.69%
12-1,Quinn,Marksman,TOP,C,36.42,-5.78,1.89,Win %,51.71%
12-1,Quinn,Marksman,TOP,C,36.42,-5.78,1.89,Role %,83.36%
12-1,Quinn,Marksman,TOP,C,36.42,-5.78,1.89,Pick %,1.19%
12-1,Quinn,Marksman,TOP,C,36.42,-5.78,1.89,Ban %,0.51%
12-1,Rakan,Support,SUPPORT,A,54.12,-1.22,2.94,Win %,50.52%
12-1,Rakan,Support,SUPPORT,A,54.12,-1.22,2.94,Role %,98.47%
12-1,Rakan,Support,SUPPORT,A,54.12,-1.22,2.94,Pick %,5.55%
12-1,Rakan,Support,SUPPORT,A,54.12,-1.22,2.94,Ban %,0.41%
12-1,Rammus,Tank,JUNGLE,A,48.15,0.36,2.9,Win %,51.71%
12-1,Rammus,Tank,JUNGLE,A,48.15,0.36,2.9,Role %,93.45%
12-1,Rammus,Tank,JUNGLE,A,48.15,0.36,2.9,Pick %,2.41%
12-1,Rammus,Tank,JUNGLE,A,48.15,0.36,2.9,Ban %,3.14%
12-1,Rek'Sai,Fighter,JUNGLE,A,49.57,-0.79,2.51,Win %,51.40%
12-1,Rek'Sai,Fighter,JUNGLE,A,49.57,-0.79,2.51,Role %,96.79%
12-1,Rek'Sai,Fighter,JUNGLE,A,49.57,-0.79,2.51,Pick %,3.69%
12-1,Rek'Sai,Fighter,JUNGLE,A,49.57,-0.79,2.51,Ban %,2.52%
12-1,Rell,Tank,SUPPORT,B,42.96,0.27,2.42,Win %,50.61%
12-1,Rell,Tank,SUPPORT,B,42.96,0.27,2.42,Role %,99.47%
12-1,Rell,Tank,SUPPORT,B,42.96,0.27,2.42,Pick %,2.13%
12-1,Rell,Tank,SUPPORT,B,42.96,0.27,2.42,Ban %,0.49%
12-1,Renekton,Fighter,TOP,A,50.6,6.84,1.91,Win %,48.17%
12-1,Renekton,Fighter,TOP,A,50.6,6.84,1.91,Role %,86.48%
12-1,Renekton,Fighter,TOP,A,50.6,6.84,1.91,Pick %,4.10%
12-1,Renekton,Fighter,TOP,A,50.6,6.84,1.91,Ban %,2.05%
12-1,Renekton,Fighter,MID,B,41.32,3.85,2.19,Win %,51.78%
12-1,Renekton,Fighter,MID,B,41.32,3.85,2.19,Role %,12.93%
12-1,Renekton,Fighter,MID,B,41.32,3.85,2.19,Pick %,0.63%
12-1,Renekton,Fighter,MID,B,41.32,3.85,2.19,Ban %,2.05%
12-1,Rengar,Assassin,JUNGLE,B,39.34,3.97,2.28,Win %,48.44%
12-1,Rengar,Assassin,JUNGLE,B,39.34,3.97,2.28,Role %,77.99%
12-1,Rengar,Assassin,JUNGLE,B,39.34,3.97,2.28,Pick %,2.97%
12-1,Rengar,Assassin,JUNGLE,B,39.34,3.97,2.28,Ban %,2.68%
12-1,Rengar,Assassin,TOP,D,22.41,-8.95,1.77,Win %,47.43%
12-1,Rengar,Assassin,TOP,D,22.41,-8.95,1.77,Role %,20.91%
12-1,Rengar,Assassin,TOP,D,22.41,-8.95,1.77,Pick %,0.91%
12-1,Rengar,Assassin,TOP,D,22.41,-8.95,1.77,Ban %,2.31%
12-1,Riven,Fighter,TOP,S,65.68,6.18,1.99,Win %,51.30%
12-1,Riven,Fighter,TOP,S,65.68,6.18,1.99,Role %,91.86%
12-1,Riven,Fighter,TOP,S,65.68,6.18,1.99,Pick %,4.88%
12-1,Riven,Fighter,TOP,S,65.68,6.18,1.99,Ban %,2.30%
12-1,Rumble,Fighter,MID,B,45.65,1.36,2.64,Win %,52.28%
12-1,Rumble,Fighter,MID,B,45.65,1.36,2.64,Role %,37.76%
12-1,Rumble,Fighter,MID,B,45.65,1.36,2.64,Pick %,0.95%
12-1,Rumble,Fighter,MID,B,45.65,1.36,2.64,Ban %,0.26%
12-1,Rumble,Fighter,JUNGLE,C,36.12,1.29,2.82,Win %,49.65%
12-1,Rumble,Fighter,JUNGLE,C,36.12,1.29,2.82,Role %,13.54%
12-1,Rumble,Fighter,JUNGLE,C,36.12,1.29,2.82,Pick %,0.31%
12-1,Rumble,Fighter,JUNGLE,C,36.12,1.29,2.82,Ban %,0.26%
12-1,Rumble,Fighter,TOP,D,25.32,-2.02,2.02,Win %,47.57%
12-1,Rumble,Fighter,TOP,D,25.32,-2.02,2.02,Role %,46.60%
12-1,Rumble,Fighter,TOP,D,25.32,-2.02,2.02,Pick %,1.01%
12-1,Rumble,Fighter,TOP,D,25.32,-2.02,2.02,Ban %,0.26%
12-1,Ryze,Mage,MID,C,35.12,-1.72,2.15,Win %,45.97%
12-1,Ryze,Mage,MID,C,35.12,-1.72,2.15,Role %,82.39%
12-1,Ryze,Mage,MID,C,35.12,-1.72,2.15,Pick %,2.15%
12-1,Ryze,Mage,MID,C,35.12,-1.72,2.15,Ban %,0.20%
12-1,Ryze,Mage,TOP,D,14.3,-7.36,1.74,Win %,45.91%
12-1,Ryze,Mage,TOP,D,14.3,-7.36,1.74,Role %,16.26%
12-1,Ryze,Mage,TOP,D,14.3,-7.36,1.74,Pick %,0.43%
12-1,Ryze,Mage,TOP,D,14.3,-7.36,1.74,Ban %,0.20%
12-1,Samira,Marksman,ADC,B,44.4,-3.44,2.19,Win %,48.52%
12-1,Samira,Marksman,ADC,B,44.4,-3.44,2.19,Role %,98.10%
12-1,Samira,Marksman,ADC,B,44.4,-3.44,2.19,Pick %,7.22%
12-1,Samira,Marksman,ADC,B,44.4,-3.44,2.19,Ban %,11.15%
12-1,Sejuani,Tank,JUNGLE,B,40.92,-8.34,3.09,Win %,48.26%
12-1,Sejuani,Tank,JUNGLE,B,40.92,-8.34,3.09,Role %,82.05%
12-1,Sejuani,Tank,JUNGLE,B,40.92,-8.34,3.09,Pick %,2.29%
12-1,Sejuani,Tank,JUNGLE,B,40.92,-8.34,3.09,Ban %,0.31%
12-1,Sejuani,Tank,TOP,D,30.67,-2.66,2.43,Win %,50.50%
12-1,Sejuani,Tank,TOP,D,30.67,-2.66,2.43,Role %,13.18%
12-1,Sejuani,Tank,TOP,D,30.67,-2.66,2.43,Pick %,0.32%
12-1,Sejuani,Tank,TOP,D,30.67,-2.66,2.43,Ban %,0.34%
12-1,Senna,Marksman,SUPPORT,B,46.43,-2.7,2.54,Win %,48.20%
12-1,Senna,Marksman,SUPPORT,B,46.43,-2.7,2.54,Role %,85.15%
12-1,Senna,Marksman,SUPPORT,B,46.43,-2.7,2.54,Pick %,4.94%
12-1,Senna,Marksman,SUPPORT,B,46.43,-2.7,2.54,Ban %,1.52%
12-1,Senna,Marksman,ADC,C,36.3,-2.53,2.82,Win %,50.62%
12-1,Senna,Marksman,ADC,C,36.3,-2.53,2.82,Role %,13.18%
12-1,Senna,Marksman,ADC,C,36.3,-2.53,2.82,Pick %,0.70%
12-1,Senna,Marksman,ADC,C,36.3,-2.53,2.82,Ban %,1.52%
12-1,Seraphine,Mage,ADC,B,45.21,5.14,3.07,Win %,54.15%
12-1,Seraphine,Mage,ADC,B,45.21,5.14,3.07,Role %,16.88%
12-1,Seraphine,Mage,ADC,B,45.21,5.14,3.07,Pick %,0.71%
12-1,Seraphine,Mage,ADC,B,45.21,5.14,3.07,Ban %,1.03%
12-1,Seraphine,Mage,MID,B,42.18,-1.79,2.9,Win %,50.09%
12-1,Seraphine,Mage,MID,B,42.18,-1.79,2.9,Role %,15.62%
12-1,Seraphine,Mage,MID,B,42.18,-1.79,2.9,Pick %,0.76%
12-1,Seraphine,Mage,MID,B,42.18,-1.79,2.9,Ban %,1.03%
12-1,Seraphine,Mage,SUPPORT,B,39.72,-1.97,2.47,Win %,46.66%
12-1,Seraphine,Mage,SUPPORT,B,39.72,-1.97,2.47,Role %,67.22%
12-1,Seraphine,Mage,SUPPORT,B,39.72,-1.97,2.47,Pick %,3.69%
12-1,Seraphine,Mage,SUPPORT,B,39.72,-1.97,2.47,Ban %,1.03%
12-1,Sett,Fighter,TOP,God,90.23,15.56,1.76,Win %,49.60%
12-1,Sett,Fighter,TOP,God,90.23,15.56,1.76,Role %,83.89%
12-1,Sett,Fighter,TOP,God,90.23,15.56,1.76,Pick %,8.23%
12-1,Sett,Fighter,TOP,God,90.23,15.56,1.76,Ban %,7.37%
12-1,Shaco,Assassin,JUNGLE,S,62.92,3.87,2.75,Win %,51.66%
12-1,Shaco,Assassin,JUNGLE,S,62.92,3.87,2.75,Role %,82.67%
12-1,Shaco,Assassin,JUNGLE,S,62.92,3.87,2.75,Pick %,5.98%
12-1,Shaco,Assassin,JUNGLE,S,62.92,3.87,2.75,Ban %,17.16%
12-1,Shaco,Assassin,SUPPORT,B,43.5,3.21,2.44,Win %,52.04%
12-1,Shaco,Assassin,SUPPORT,B,43.5,3.21,2.44,Role %,14.17%
12-1,Shaco,Assassin,SUPPORT,B,43.5,3.21,2.44,Pick %,1.03%
12-1,Shaco,Assassin,SUPPORT,B,43.5,3.21,2.44,Ban %,17.16%
12-1,Shen,Tank,TOP,God,88.45,20.45,2.98,Win %,52.74%
12-1,Shen,Tank,TOP,God,88.45,20.45,2.98,Role %,87.85%
12-1,Shen,Tank,TOP,God,88.45,20.45,2.98,Pick %,6.34%
12-1,Shen,Tank,TOP,God,88.45,20.45,2.98,Ban %,2.06%
12-1,Shyvana,Fighter,JUNGLE,C,35.87,-5.1,2.45,Win %,48.72%
12-1,Shyvana,Fighter,JUNGLE,C,35.87,-5.1,2.45,Role %,82.59%
12-1,Shyvana,Fighter,JUNGLE,C,35.87,-5.1,2.45,Pick %,1.49%
12-1,Shyvana,Fighter,JUNGLE,C,35.87,-5.1,2.45,Ban %,0.25%
12-1,Shyvana,Fighter,TOP,D,23.83,-11.61,1.88,Win %,49.83%
12-1,Shyvana,Fighter,TOP,D,23.83,-11.61,1.88,Role %,12.59%
12-1,Shyvana,Fighter,TOP,D,23.83,-11.61,1.88,Pick %,0.21%
12-1,Shyvana,Fighter,TOP,D,23.83,-11.61,1.88,Ban %,0.26%
12-1,Singed,Tank,TOP,B,39.17,-0.57,2.04,Win %,50.95%
12-1,Singed,Tank,TOP,B,39.17,-0.57,2.04,Role %,77.10%
12-1,Singed,Tank,TOP,B,39.17,-0.57,2.04,Pick %,1.65%
12-1,Singed,Tank,TOP,B,39.17,-0.57,2.04,Ban %,0.42%
12-1,Sion,Tank,TOP,A,52.81,4.16,1.63,Win %,51.27%
12-1,Sion,Tank,TOP,A,52.81,4.16,1.63,Role %,84.01%
12-1,Sion,Tank,TOP,A,52.81,4.16,1.63,Pick %,3.70%
12-1,Sion,Tank,TOP,A,52.81,4.16,1.63,Ban %,0.70%
12-1,Sivir,Marksman,ADC,B,39.74,1.71,2.53,Win %,51.04%
12-1,Sivir,Marksman,ADC,B,39.74,1.71,2.53,Role %,97.68%
12-1,Sivir,Marksman,ADC,B,39.74,1.71,2.53,Pick %,2.69%
12-1,Sivir,Marksman,ADC,B,39.74,1.71,2.53,Ban %,0.46%
12-1,Skarner,Fighter,JUNGLE,C,33.16,-7.62,2.76,Win %,47.83%
12-1,Skarner,Fighter,JUNGLE,C,33.16,-7.62,2.76,Role %,76.00%
12-1,Skarner,Fighter,JUNGLE,C,33.16,-7.62,2.76,Pick %,0.74%
12-1,Skarner,Fighter,JUNGLE,C,33.16,-7.62,2.76,Ban %,0.16%
12-1,Skarner,Fighter,TOP,D,23.89,-6.83,2.22,Win %,48.90%
12-1,Skarner,Fighter,TOP,D,23.89,-6.83,2.22,Role %,22.21%
12-1,Skarner,Fighter,TOP,D,23.89,-6.83,2.22,Pick %,0.18%
12-1,Skarner,Fighter,TOP,D,23.89,-6.83,2.22,Ban %,0.16%
